Primary County Coordinates;County;City;Year;Estimate
(43.3785704, -95.6236852);Osceola;MELVIN;2017;201.0
(43.3785704, -95.6236852);Osceola;BALANCE OF OSCEOLA COUNTY;2017;2184.0
(43.3785704, -95.6236852);Osceola;OCHEYEDAN;2017;461.0
(43.3785704, -95.6236852);Osceola;SIBLEY;2017;2611.0
(43.0837527, -95.6236852);Osceola;ASHTON;2017;427.0
(43.3785704, -95.6236852);Osceola;OCHEYEDAN;2016;465.0
(43.3785704, -95.6236852);Osceola;HARRIS;2016;161.0
(43.0837527, -95.6236852);Osceola;ASHTON;2016;428.0
(43.3785704, -95.6236852);Osceola;SIBLEY;2016;2629.0
(43.3785704, -95.6236852);Osceola;MELVIN;2016;202.0
(43.3785704, -95.6236852);Osceola;BALANCE OF OSCEOLA COUNTY;2016;2199.0
(43.0837527, -95.6236852);Osceola;ASHTON;2015;436.0
(43.3785704, -95.6236852);Osceola;OCHEYEDAN;2015;469.0
(43.3785704, -95.6236852);Osceola;SIBLEY;2015;2663.0
(43.3785704, -95.6236852);Osceola;MELVIN;2015;204.0
(43.3785704, -95.6236852);Osceola;HARRIS;2015;162.0
(43.3785704, -95.6236852);Osceola;BALANCE OF OSCEOLA COUNTY;2015;2225.0
(43.3785704, -95.6236852);Osceola;MELVIN;2014;206.0
(43.3785704, -95.6236852);Osceola;SIBLEY;2014;2699.0
(43.0837527, -95.6236852);Osceola;ASHTON;2014;439.0
(43.3785704, -95.6236852);Osceola;BALANCE OF OSCEOLA COUNTY;2014;2245.0
(43.3785704, -95.6236852);Osceola;OCHEYEDAN;2014;475.0
(43.3785704, -95.6236852);Osceola;HARRIS;2014;163.0
(43.3785704, -95.6236852);Osceola;HARRIS;2013;165.0
(43.3785704, -95.6236852);Osceola;MELVIN;2013;207.0
(43.3785704, -95.6236852);Osceola;BALANCE OF OSCEOLA COUNTY;2013;2251.0
(43.0837527, -95.6236852);Osceola;ASHTON;2013;440.0
(43.3785704, -95.6236852);Osceola;OCHEYEDAN;2013;475.0
(43.3785704, -95.6236852);Osceola;SIBLEY;2013;2694.0
(43.0837527, -95.6236852);Osceola;ASHTON;2012;439.0
(43.3785704, -95.6236852);Osceola;OCHEYEDAN;2012;472.0
(43.3785704, -95.6236852);Osceola;SIBLEY;2012;2685.0
(43.3785704, -95.6236852);Osceola;MELVIN;2012;205.0
(43.3785704, -95.6236852);Osceola;BALANCE OF OSCEOLA COUNTY;2012;2238.0
(43.3785704, -95.6236852);Osceola;HARRIS;2012;164.0
(43.3785704, -95.6236852);Osceola;OCHEYEDAN;2011;480.0
(43.3785704, -95.6236852);Osceola;SIBLEY;2011;2735.0
(43.3785704, -95.6236852);Osceola;BALANCE OF OSCEOLA COUNTY;2011;2276.0
(43.3785704, -95.6236852);Osceola;MELVIN;2011;210.0
(43.3785704, -95.6236852);Osceola;HARRIS;2011;166.0
(43.0837527, -95.6236852);Osceola;ASHTON;2011;446.0
(43.0837527, -95.6236852);Osceola;ASHTON;2010;458.0
(43.3785704, -95.6236852);Osceola;MELVIN;2010;214.0
(43.3785704, -95.6236852);Osceola;OCHEYEDAN;2010;489.0
(43.3785704, -95.6236852);Osceola;BALANCE OF OSCEOLA COUNTY;2010;2327.0
(43.3785704, -95.6236852);Osceola;SIBLEY;2010;2797.0
(43.3785704, -95.6236852);Osceola;HARRIS;2010;170.0
(43.3785704, -95.6236852);Osceola;SIBLEY;2010;2798.0
(43.3785704, -95.6236852);Osceola;MELVIN;2010;214.0
(43.0837527, -95.6236852);Osceola;ASHTON;2010;458.0
(43.3785704, -95.6236852);Osceola;OCHEYEDAN;2010;490.0
(43.3785704, -95.6236852);Osceola;HARRIS;2010;170.0
(43.3785704, -95.6236852);Osceola;BALANCE OF OSCEOLA COUNTY;2010;2332.0
(40.7391444, -95.1501747);Page;CLARINDA;2017;5334.0
(40.7391444, -95.1501747);Page;SHAMBAUGH;2017;181.0
(40.7391444, -95.1501747);Page;COLLEGE SPRINGS;2017;205.0
(40.7391444, -95.1501747);Page;BRADDYVILLE;2017;153.0
(40.7391444, -95.1501747);Page;ESSEX;2017;753.0
(40.7391444, -95.1501747);Page;COIN;2017;178.0
(40.7391444, -95.1501747);Page;HEPBURN;2017;22.0
(40.7391444, -95.1501747);Page;SHENANDOAH;2017;4909.0
(40.7391444, -95.1501747);Page;NORTHBORO;2017;55.0
(40.7391444, -95.1501747);Page;BALANCE OF PAGE COUNTY;2017;3317.0
(40.7391444, -95.1501747);Page;YORKTOWN;2017;81.0
(43.3785704, -95.1501747);Page;BLANCHARD;2017;36.0
(40.7391444, -95.1501747);Page;CLARINDA;2016;5362.0
(40.7391444, -95.1501747);Page;COIN;2016;179.0
(43.3785704, -95.1501747);Page;BLANCHARD;2016;36.0
(40.7391444, -95.1501747);Page;HEPBURN;2016;22.0
(40.7391444, -95.1501747);Page;YORKTOWN;2016;81.0
(40.7391444, -95.1501747);Page;SHENANDOAH;2016;4958.0
(40.7391444, -95.1501747);Page;BRADDYVILLE;2016;154.0
(40.7391444, -95.1501747);Page;NORTHBORO;2016;56.0
(40.7391444, -95.1501747);Page;BALANCE OF PAGE COUNTY;2016;3336.0
(40.7391444, -95.1501747);Page;ESSEX;2016;759.0
(40.7391444, -95.1501747);Page;SHAMBAUGH;2016;185.0
(40.7391444, -95.1501747);Page;COLLEGE SPRINGS;2016;207.0
(40.7391444, -95.1501747);Page;YORKTOWN;2015;82.0
(40.7391444, -95.1501747);Page;CLARINDA;2015;5394.0
(40.7391444, -95.1501747);Page;NORTHBORO;2015;56.0
(43.3785704, -95.1501747);Page;BLANCHARD;2015;37.0
(40.7391444, -95.1501747);Page;COIN;2015;181.0
(40.7391444, -95.1501747);Page;BALANCE OF PAGE COUNTY;2015;3362.0
(40.7391444, -95.1501747);Page;BRADDYVILLE;2015;155.0
(40.7391444, -95.1501747);Page;SHENANDOAH;2015;4996.0
(40.7391444, -95.1501747);Page;COLLEGE SPRINGS;2015;209.0
(40.7391444, -95.1501747);Page;HEPBURN;2015;22.0
(40.7391444, -95.1501747);Page;SHAMBAUGH;2015;186.0
(40.7391444, -95.1501747);Page;ESSEX;2015;767.0
(40.7391444, -95.1501747);Page;HEPBURN;2014;22.0
(40.7391444, -95.1501747);Page;YORKTOWN;2014;82.0
(40.7391444, -95.1501747);Page;COLLEGE SPRINGS;2014;209.0
(40.7391444, -95.1501747);Page;CLARINDA;2014;5404.0
(40.7391444, -95.1501747);Page;ESSEX;2014;768.0
(40.7391444, -95.1501747);Page;COIN;2014;184.0
(40.7391444, -95.1501747);Page;BRADDYVILLE;2014;155.0
(40.7391444, -95.1501747);Page;BALANCE OF PAGE COUNTY;2014;3360.0
(40.7391444, -95.1501747);Page;SHAMBAUGH;2014;186.0
(40.7391444, -95.1501747);Page;NORTHBORO;2014;56.0
(40.7391444, -95.1501747);Page;SHENANDOAH;2014;5000.0
(43.3785704, -95.1501747);Page;BLANCHARD;2014;37.0
(40.7391444, -95.1501747);Page;CLARINDA;2013;5364.0
(40.7391444, -95.1501747);Page;COIN;2013;186.0
(40.7391444, -95.1501747);Page;YORKTOWN;2013;83.0
(43.3785704, -95.1501747);Page;BLANCHARD;2013;37.0
(40.7391444, -95.1501747);Page;HEPBURN;2013;22.0
(40.7391444, -95.1501747);Page;NORTHBORO;2013;56.0
(40.7391444, -95.1501747);Page;ESSEX;2013;776.0
(40.7391444, -95.1501747);Page;SHENANDOAH;2013;5037.0
(40.7391444, -95.1501747);Page;BRADDYVILLE;2013;157.0
(40.7391444, -95.1501747);Page;BALANCE OF PAGE COUNTY;2013;3382.0
(40.7391444, -95.1501747);Page;SHAMBAUGH;2013;188.0
(40.7391444, -95.1501747);Page;COLLEGE SPRINGS;2013;210.0
(40.7391444, -95.1501747);Page;NORTHBORO;2012;57.0
(40.7391444, -95.1501747);Page;BRADDYVILLE;2012;155.0
(40.7391444, -95.1501747);Page;YORKTOWN;2012;83.0
(40.7391444, -95.1501747);Page;SHAMBAUGH;2012;189.0
(43.3785704, -95.1501747);Page;BLANCHARD;2012;37.0
(40.7391444, -95.1501747);Page;HEPBURN;2012;22.0
(40.7391444, -95.1501747);Page;SHENANDOAH;2012;5068.0
(40.7391444, -95.1501747);Page;COLLEGE SPRINGS;2012;209.0
(40.7391444, -95.1501747);Page;ESSEX;2012;778.0
(40.7391444, -95.1501747);Page;COIN;2012;189.0
(40.7391444, -95.1501747);Page;CLARINDA;2012;5515.0
(40.7391444, -95.1501747);Page;BALANCE OF PAGE COUNTY;2012;3387.0
(40.7391444, -95.1501747);Page;COIN;2011;192.0
(40.7391444, -95.1501747);Page;YORKTOWN;2011;85.0
(40.7391444, -95.1501747);Page;ESSEX;2011;792.0
(40.7391444, -95.1501747);Page;CLARINDA;2011;5564.0
(40.7391444, -95.1501747);Page;SHENANDOAH;2011;5125.0
(40.7391444, -95.1501747);Page;COLLEGE SPRINGS;2011;213.0
(40.7391444, -95.1501747);Page;HEPBURN;2011;23.0
(40.7391444, -95.1501747);Page;BALANCE OF PAGE COUNTY;2011;3445.0
(40.7391444, -95.1501747);Page;BRADDYVILLE;2011;158.0
(43.3785704, -95.1501747);Page;BLANCHARD;2011;38.0
(40.7391444, -95.1501747);Page;SHAMBAUGH;2011;190.0
(40.7391444, -95.1501747);Page;NORTHBORO;2011;58.0
(40.7391444, -95.1501747);Page;BALANCE OF PAGE COUNTY;2010;3446.0
(40.7391444, -95.1501747);Page;SHAMBAUGH;2010;191.0
(40.7391444, -95.1501747);Page;SHENANDOAH;2010;5139.0
(40.7391444, -95.1501747);Page;YORKTOWN;2010;85.0
(40.7391444, -95.1501747);Page;ESSEX;2010;797.0
(40.7391444, -95.1501747);Page;COIN;2010;192.0
(40.7391444, -95.1501747);Page;BRADDYVILLE;2010;159.0
(40.7391444, -95.1501747);Page;CLARINDA;2010;5575.0
(43.3785704, -95.1501747);Page;BLANCHARD;2010;38.0
(40.7391444, -95.1501747);Page;HEPBURN;2010;23.0
(40.7391444, -95.1501747);Page;NORTHBORO;2010;58.0
(40.7391444, -95.1501747);Page;COLLEGE SPRINGS;2010;213.0
(40.7391444, -95.1501747);Page;SHENANDOAH;2010;5150.0
(40.7391444, -95.1501747);Page;COIN;2010;193.0
(40.7391444, -95.1501747);Page;CLARINDA;2010;5572.0
(40.7391444, -95.1501747);Page;SHAMBAUGH;2010;191.0
(40.7391444, -95.1501747);Page;HEPBURN;2010;23.0
(40.7391444, -95.1501747);Page;ESSEX;2010;798.0
(40.7391444, -95.1501747);Page;BRADDYVILLE;2010;159.0
(43.3785704, -95.1501747);Page;BLANCHARD;2010;38.0
(40.7391444, -95.1501747);Page;COLLEGE SPRINGS;2010;214.0
(40.7391444, -95.1501747);Page;NORTHBORO;2010;58.0
(40.7391444, -95.1501747);Page;BALANCE OF PAGE COUNTY;2010;3451.0
(40.7391444, -95.1501747);Page;YORKTOWN;2010;85.0
(43.0820643, -94.6781371);Palo Alto;BALANCE OF PALO ALTO COUNTY;2017;2481.0
(43.0820643, -94.6781371);Palo Alto;WEST BEND;2017;736.0
(43.0820643, -94.6781371);Palo Alto;MALLARD;2017;265.0
(40.7391444, -94.6781371);Palo Alto;AYRSHIRE;2017;136.0
(43.0820643, -94.6781371);Palo Alto;CYLINDER;2017;86.0
(43.0820643, -94.6781371);Palo Alto;GRAETTINGER;2017;811.0
(43.0820643, -94.6781371);Palo Alto;RODMAN;2017;44.0
(43.0820643, -94.6781371);Palo Alto;RUTHVEN;2017;706.0
(43.0820643, -94.6781371);Palo Alto;EMMETSBURG;2017;3771.0
(43.0820643, -94.6781371);Palo Alto;CURLEW;2017;56.0
(40.7391444, -94.6781371);Palo Alto;AYRSHIRE;2016;137.0
(43.0820643, -94.6781371);Palo Alto;EMMETSBURG;2016;3750.0
(43.0820643, -94.6781371);Palo Alto;MALLARD;2016;263.0
(43.0820643, -94.6781371);Palo Alto;GRAETTINGER;2016;805.0
(43.0820643, -94.6781371);Palo Alto;WEST BEND;2016;728.0
(43.0820643, -94.6781371);Palo Alto;CYLINDER;2016;85.0
(43.0820643, -94.6781371);Palo Alto;BALANCE OF PALO ALTO COUNTY;2016;2470.0
(43.0820643, -94.6781371);Palo Alto;RODMAN;2016;44.0
(43.0820643, -94.6781371);Palo Alto;CURLEW;2016;56.0
(43.0820643, -94.6781371);Palo Alto;RUTHVEN;2016;704.0
(43.0820643, -94.6781371);Palo Alto;WEST BEND;2015;737.0
(43.0820643, -94.6781371);Palo Alto;EMMETSBURG;2015;3796.0
(43.0820643, -94.6781371);Palo Alto;CYLINDER;2015;86.0
(43.0820643, -94.6781371);Palo Alto;RUTHVEN;2015;711.0
(43.0820643, -94.6781371);Palo Alto;BALANCE OF PALO ALTO COUNTY;2015;2493.0
(43.0820643, -94.6781371);Palo Alto;RODMAN;2015;44.0
(43.0820643, -94.6781371);Palo Alto;CURLEW;2015;57.0
(43.0820643, -94.6781371);Palo Alto;GRAETTINGER;2015;811.0
(40.7391444, -94.6781371);Palo Alto;AYRSHIRE;2015;138.0
(43.0820643, -94.6781371);Palo Alto;MALLARD;2015;265.0
(43.0820643, -94.6781371);Palo Alto;WEST BEND;2014;732.0
(43.0820643, -94.6781371);Palo Alto;CYLINDER;2014;85.0
(43.0820643, -94.6781371);Palo Alto;GRAETTINGER;2014;812.0
(43.0820643, -94.6781371);Palo Alto;BALANCE OF PALO ALTO COUNTY;2014;2477.0
(43.0820643, -94.6781371);Palo Alto;MALLARD;2014;265.0
(40.7391444, -94.6781371);Palo Alto;AYRSHIRE;2014;137.0
(43.0820643, -94.6781371);Palo Alto;RODMAN;2014;44.0
(43.0820643, -94.6781371);Palo Alto;CURLEW;2014;56.0
(43.0820643, -94.6781371);Palo Alto;RUTHVEN;2014;704.0
(43.0820643, -94.6781371);Palo Alto;EMMETSBURG;2014;3806.0
(43.0820643, -94.6781371);Palo Alto;CYLINDER;2013;86.0
(43.0820643, -94.6781371);Palo Alto;BALANCE OF PALO ALTO COUNTY;2013;2497.0
(43.0820643, -94.6781371);Palo Alto;EMMETSBURG;2013;3803.0
(43.0820643, -94.6781371);Palo Alto;RUTHVEN;2013;710.0
(43.0820643, -94.6781371);Palo Alto;RODMAN;2013;44.0
(43.0820643, -94.6781371);Palo Alto;GRAETTINGER;2013;817.0
(43.0820643, -94.6781371);Palo Alto;CURLEW;2013;56.0
(43.0820643, -94.6781371);Palo Alto;WEST BEND;2013;741.0
(43.0820643, -94.6781371);Palo Alto;MALLARD;2013;267.0
(40.7391444, -94.6781371);Palo Alto;AYRSHIRE;2013;138.0
(43.0820643, -94.6781371);Palo Alto;GRAETTINGER;2012;829.0
(43.0820643, -94.6781371);Palo Alto;EMMETSBURG;2012;3845.0
(43.0820643, -94.6781371);Palo Alto;RUTHVEN;2012;719.0
(40.7391444, -94.6781371);Palo Alto;AYRSHIRE;2012;140.0
(43.0820643, -94.6781371);Palo Alto;RODMAN;2012;44.0
(43.0820643, -94.6781371);Palo Alto;CURLEW;2012;57.0
(43.0820643, -94.6781371);Palo Alto;BALANCE OF PALO ALTO COUNTY;2012;2529.0
(43.0820643, -94.6781371);Palo Alto;MALLARD;2012;270.0
(43.0820643, -94.6781371);Palo Alto;WEST BEND;2012;755.0
(43.0820643, -94.6781371);Palo Alto;CYLINDER;2012;87.0
(43.0820643, -94.6781371);Palo Alto;MALLARD;2011;273.0
(43.0820643, -94.6781371);Palo Alto;CYLINDER;2011;88.0
(43.0820643, -94.6781371);Palo Alto;RUTHVEN;2011;722.0
(40.7391444, -94.6781371);Palo Alto;AYRSHIRE;2011;142.0
(43.0820643, -94.6781371);Palo Alto;GRAETTINGER;2011;838.0
(43.0820643, -94.6781371);Palo Alto;WEST BEND;2011;763.0
(43.0820643, -94.6781371);Palo Alto;RODMAN;2011;45.0
(43.0820643, -94.6781371);Palo Alto;BALANCE OF PALO ALTO COUNTY;2011;2552.0
(43.0820643, -94.6781371);Palo Alto;EMMETSBURG;2011;3868.0
(43.0820643, -94.6781371);Palo Alto;CURLEW;2011;58.0
(43.0820643, -94.6781371);Palo Alto;WEST BEND;2010;759.0
(43.0820643, -94.6781371);Palo Alto;EMMETSBURG;2010;3895.0
(43.0820643, -94.6781371);Palo Alto;CYLINDER;2010;88.0
(43.0820643, -94.6781371);Palo Alto;MALLARD;2010;273.0
(40.7391444, -94.6781371);Palo Alto;AYRSHIRE;2010;143.0
(43.0820643, -94.6781371);Palo Alto;GRAETTINGER;2010;842.0
(43.0820643, -94.6781371);Palo Alto;CURLEW;2010;58.0
(43.0820643, -94.6781371);Palo Alto;RUTHVEN;2010;735.0
(43.0820643, -94.6781371);Palo Alto;RODMAN;2010;45.0
(43.0820643, -94.6781371);Palo Alto;BALANCE OF PALO ALTO COUNTY;2010;2560.0
(43.0820643, -94.6781371);Palo Alto;MALLARD;2010;274.0
(43.0820643, -94.6781371);Palo Alto;RODMAN;2010;45.0
(43.0820643, -94.6781371);Palo Alto;EMMETSBURG;2010;3904.0
(43.0820643, -94.6781371);Palo Alto;BALANCE OF PALO ALTO COUNTY;2010;2567.0
(43.0820643, -94.6781371);Palo Alto;WEST BEND;2010;761.0
(43.0820643, -94.6781371);Palo Alto;GRAETTINGER;2010;844.0
(43.0820643, -94.6781371);Palo Alto;RUTHVEN;2010;737.0
(43.0820643, -94.6781371);Palo Alto;CURLEW;2010;58.0
(43.0820643, -94.6781371);Palo Alto;CYLINDER;2010;88.0
(40.7391444, -94.6781371);Palo Alto;AYRSHIRE;2010;143.0
(43.0820643, -96.2140431);Plymouth;AKRON;2017;1461.0
(42.7378346, -96.2140431);Plymouth;HINTON;2017;950.0
(42.7378346, -96.2140431);Plymouth;MERRILL;2017;738.0
(42.7378346, -96.2140431);Plymouth;BRUNSVILLE;2017;153.0
(42.7378346, -96.2140431);Plymouth;LE MARS;2017;9967.0
(42.7378346, -96.2140431);Plymouth;WESTFIELD;2017;132.0
(42.7378346, -96.2140431);Plymouth;REMSEN;2017;1641.0
(42.7378346, -96.2140431);Plymouth;KINGSLEY;2017;1426.0
(42.7378346, -96.2140431);Plymouth;SIOUX CITY;2017;6.0
(42.7378346, -96.2140431);Plymouth;OYENS;2017;106.0
(42.7378346, -96.2140431);Plymouth;BALANCE OF PLYMOUTH COUNTY;2017;8470.0
(42.7378346, -96.2140431);Plymouth;STRUBLE;2017;79.0
(42.7378346, -96.2140431);Plymouth;CRAIG;2017;91.0
(42.7378346, -96.2140431);Plymouth;HINTON;2016;954.0
(42.7378346, -96.2140431);Plymouth;LE MARS;2016;9938.0
(42.7378346, -96.2140431);Plymouth;WESTFIELD;2016;132.0
(42.7378346, -96.2140431);Plymouth;BRUNSVILLE;2016;154.0
(42.7378346, -96.2140431);Plymouth;MERRILL;2016;741.0
(42.7378346, -96.2140431);Plymouth;SIOUX CITY;2016;6.0
(42.7378346, -96.2140431);Plymouth;REMSEN;2016;1650.0
(43.0820643, -96.2140431);Plymouth;AKRON;2016;1466.0
(42.7378346, -96.2140431);Plymouth;STRUBLE;2016;79.0
(42.7378346, -96.2140431);Plymouth;OYENS;2016;104.0
(42.7378346, -96.2140431);Plymouth;KINGSLEY;2016;1427.0
(42.7378346, -96.2140431);Plymouth;CRAIG;2016;90.0
(42.7378346, -96.2140431);Plymouth;BALANCE OF PLYMOUTH COUNTY;2016;8464.0
(42.7378346, -96.2140431);Plymouth;LE MARS;2015;9807.0
(42.7378346, -96.2140431);Plymouth;STRUBLE;2015;79.0
(42.7378346, -96.2140431);Plymouth;WESTFIELD;2015;131.0
(42.7378346, -96.2140431);Plymouth;SIOUX CITY;2015;6.0
(42.7378346, -96.2140431);Plymouth;OYENS;2015;103.0
(42.7378346, -96.2140431);Plymouth;MERRILL;2015;735.0
(42.7378346, -96.2140431);Plymouth;KINGSLEY;2015;1406.0
(43.0820643, -96.2140431);Plymouth;AKRON;2015;1452.0
(42.7378346, -96.2140431);Plymouth;BALANCE OF PLYMOUTH COUNTY;2015;8359.0
(42.7378346, -96.2140431);Plymouth;HINTON;2015;943.0
(42.7378346, -96.2140431);Plymouth;CRAIG;2015;89.0
(42.7378346, -96.2140431);Plymouth;BRUNSVILLE;2015;152.0
(42.7378346, -96.2140431);Plymouth;REMSEN;2015;1636.0
(42.7378346, -96.2140431);Plymouth;SIOUX CITY;2014;6.0
(42.7378346, -96.2140431);Plymouth;LE MARS;2014;9789.0
(42.7378346, -96.2140431);Plymouth;HINTON;2014;946.0
(42.7378346, -96.2140431);Plymouth;BRUNSVILLE;2014;153.0
(42.7378346, -96.2140431);Plymouth;BALANCE OF PLYMOUTH COUNTY;2014;8361.0
(42.7378346, -96.2140431);Plymouth;WESTFIELD;2014;131.0
(42.7378346, -96.2140431);Plymouth;KINGSLEY;2014;1401.0
(43.0820643, -96.2140431);Plymouth;AKRON;2014;1462.0
(42.7378346, -96.2140431);Plymouth;CRAIG;2014;89.0
(42.7378346, -96.2140431);Plymouth;REMSEN;2014;1640.0
(42.7378346, -96.2140431);Plymouth;MERRILL;2014;737.0
(42.7378346, -96.2140431);Plymouth;STRUBLE;2014;79.0
(42.7378346, -96.2140431);Plymouth;OYENS;2014;103.0
(42.7378346, -96.2140431);Plymouth;HINTON;2013;949.0
(42.7378346, -96.2140431);Plymouth;KINGSLEY;2013;1407.0
(43.0820643, -96.2140431);Plymouth;AKRON;2013;1465.0
(42.7378346, -96.2140431);Plymouth;SIOUX CITY;2013;6.0
(42.7378346, -96.2140431);Plymouth;STRUBLE;2013;79.0
(42.7378346, -96.2140431);Plymouth;CRAIG;2013;90.0
(42.7378346, -96.2140431);Plymouth;BALANCE OF PLYMOUTH COUNTY;2013;8363.0
(42.7378346, -96.2140431);Plymouth;BRUNSVILLE;2013;152.0
(42.7378346, -96.2140431);Plymouth;WESTFIELD;2013;132.0
(42.7378346, -96.2140431);Plymouth;LE MARS;2013;9782.0
(42.7378346, -96.2140431);Plymouth;MERRILL;2013;742.0
(42.7378346, -96.2140431);Plymouth;OYENS;2013;104.0
(42.7378346, -96.2140431);Plymouth;REMSEN;2013;1645.0
(42.7378346, -96.2140431);Plymouth;LE MARS;2012;9759.0
(42.7378346, -96.2140431);Plymouth;HINTON;2012;946.0
(42.7378346, -96.2140431);Plymouth;REMSEN;2012;1647.0
(42.7378346, -96.2140431);Plymouth;CRAIG;2012;88.0
(42.7378346, -96.2140431);Plymouth;MERRILL;2012;743.0
(42.7378346, -96.2140431);Plymouth;STRUBLE;2012;77.0
(42.7378346, -96.2140431);Plymouth;BALANCE OF PLYMOUTH COUNTY;2012;8317.0
(43.0820643, -96.2140431);Plymouth;AKRON;2012;1467.0
(42.7378346, -96.2140431);Plymouth;BRUNSVILLE;2012;151.0
(42.7378346, -96.2140431);Plymouth;KINGSLEY;2012;1387.0
(42.7378346, -96.2140431);Plymouth;WESTFIELD;2012;132.0
(42.7378346, -96.2140431);Plymouth;SIOUX CITY;2012;6.0
(42.7378346, -96.2140431);Plymouth;OYENS;2012;102.0
(42.7378346, -96.2140431);Plymouth;OYENS;2011;102.0
(42.7378346, -96.2140431);Plymouth;CRAIG;2011;88.0
(42.7378346, -96.2140431);Plymouth;KINGSLEY;2011;1393.0
(42.7378346, -96.2140431);Plymouth;STRUBLE;2011;77.0
(43.0820643, -96.2140431);Plymouth;AKRON;2011;1471.0
(42.7378346, -96.2140431);Plymouth;HINTON;2011;948.0
(42.7378346, -96.2140431);Plymouth;SIOUX CITY;2011;6.0
(42.7378346, -96.2140431);Plymouth;BALANCE OF PLYMOUTH COUNTY;2011;8296.0
(42.7378346, -96.2140431);Plymouth;WESTFIELD;2011;133.0
(42.7378346, -96.2140431);Plymouth;MERRILL;2011;747.0
(42.7378346, -96.2140431);Plymouth;BRUNSVILLE;2011;150.0
(42.7378346, -96.2140431);Plymouth;LE MARS;2011;9747.0
(42.7378346, -96.2140431);Plymouth;REMSEN;2011;1650.0
(42.7378346, -96.2140431);Plymouth;CRAIG;2010;89.0
(42.7378346, -96.2140431);Plymouth;KINGSLEY;2010;1412.0
(42.7378346, -96.2140431);Plymouth;SIOUX CITY;2010;6.0
(42.7378346, -96.2140431);Plymouth;BALANCE OF PLYMOUTH COUNTY;2010;8330.0
(42.7378346, -96.2140431);Plymouth;WESTFIELD;2010;132.0
(42.7378346, -96.2140431);Plymouth;BRUNSVILLE;2010;151.0
(42.7378346, -96.2140431);Plymouth;LE MARS;2010;9817.0
(42.7378346, -96.2140431);Plymouth;MERRILL;2010;754.0
(43.0820643, -96.2140431);Plymouth;AKRON;2010;1485.0
(42.7378346, -96.2140431);Plymouth;HINTON;2010;952.0
(42.7378346, -96.2140431);Plymouth;REMSEN;2010;1661.0
(42.7378346, -96.2140431);Plymouth;OYENS;2010;103.0
(42.7378346, -96.2140431);Plymouth;STRUBLE;2010;78.0
(42.7378346, -96.2140431);Plymouth;BALANCE OF PLYMOUTH COUNTY;2010;8358.0
(42.7378346, -96.2140431);Plymouth;WESTFIELD;2010;132.0
(43.0820643, -96.2140431);Plymouth;AKRON;2010;1486.0
(42.7378346, -96.2140431);Plymouth;LE MARS;2010;9826.0
(42.7378346, -96.2140431);Plymouth;BRUNSVILLE;2010;151.0
(42.7378346, -96.2140431);Plymouth;OYENS;2010;103.0
(42.7378346, -96.2140431);Plymouth;CRAIG;2010;89.0
(42.7378346, -96.2140431);Plymouth;SIOUX CITY;2010;6.0
(42.7378346, -96.2140431);Plymouth;STRUBLE;2010;78.0
(42.7378346, -96.2140431);Plymouth;REMSEN;2010;1663.0
(42.7378346, -96.2140431);Plymouth;KINGSLEY;2010;1411.0
(42.7378346, -96.2140431);Plymouth;MERRILL;2010;755.0
(42.7378346, -96.2140431);Plymouth;HINTON;2010;928.0
(42.7341351, -94.6787466);Pocahontas;ROLFE;2017;549.0
(42.7341351, -94.6787466);Pocahontas;PLOVER;2017;71.0
(42.7341351, -94.6787466);Pocahontas;GILMORE CITY;2017;212.0
(42.7341351, -94.6787466);Pocahontas;PALMER;2017;154.0
(42.7341351, -94.6787466);Pocahontas;POCAHONTAS;2017;1693.0
(42.7341351, -94.6787466);Pocahontas;LAURENS;2017;1156.0
(42.7378346, -94.6787466);Pocahontas;FONDA;2017;593.0
(42.7341351, -94.6787466);Pocahontas;BALANCE OF POCAHONTAS COUNTY;2017;2222.0
(42.7341351, -94.6787466);Pocahontas;VARINA;2017;67.0
(42.7341351, -94.6787466);Pocahontas;HAVELOCK;2017;129.0
(42.7341351, -94.6787466);Pocahontas;BALANCE OF POCAHONTAS COUNTY;2016;2223.0
(42.7341351, -94.6787466);Pocahontas;ROLFE;2016;550.0
(42.7341351, -94.6787466);Pocahontas;POCAHONTAS;2016;1691.0
(42.7378346, -94.6787466);Pocahontas;FONDA;2016;593.0
(42.7341351, -94.6787466);Pocahontas;PLOVER;2016;71.0
(42.7341351, -94.6787466);Pocahontas;HAVELOCK;2016;129.0
(42.7341351, -94.6787466);Pocahontas;VARINA;2016;67.0
(42.7341351, -94.6787466);Pocahontas;PALMER;2016;155.0
(42.7341351, -94.6787466);Pocahontas;LAURENS;2016;1158.0
(42.7341351, -94.6787466);Pocahontas;GILMORE CITY;2016;211.0
(42.7341351, -94.6787466);Pocahontas;PLOVER;2015;72.0
(42.7341351, -94.6787466);Pocahontas;BALANCE OF POCAHONTAS COUNTY;2015;2261.0
(42.7341351, -94.6787466);Pocahontas;LAURENS;2015;1177.0
(42.7341351, -94.6787466);Pocahontas;HAVELOCK;2015;131.0
(42.7341351, -94.6787466);Pocahontas;VARINA;2015;68.0
(42.7378346, -94.6787466);Pocahontas;FONDA;2015;601.0
(42.7341351, -94.6787466);Pocahontas;POCAHONTAS;2015;1723.0
(42.7341351, -94.6787466);Pocahontas;PALMER;2015;157.0
(42.7341351, -94.6787466);Pocahontas;ROLFE;2015;556.0
