County;Year;Month;Volume per capita;County Coordinates
Chickasaw;2016;4;0.045642046;(43.0600414, -92.3176637)
Clarke;2016;4;0.085427525;(41.0290323, -93.7851579)
Clay;2016;4;0.136425727;(43.0825804, -95.1509194)
Clayton;2016;4;0.053920213;(42.8447493, -91.3414328)
Clinton;2016;4;0.103771911;(41.8980358, -90.5319724)
Crawford;2016;4;0.110405612;(42.0372125, -95.3819678)
Dallas;2016;4;0.091259844;(41.6848862, -94.0397374)
Davis;2016;4;0.020295472;(40.7476891, -92.4097173)
Decatur;2016;4;0.036298322;(40.7376827, -93.7862815)
Delaware;2016;4;0.07546181;(42.471211, -91.3673502)
Des Moines;2016;4;0.130828517;(40.9231829, -91.1814707)
Dickinson;2016;4;0.289904701;(43.3779848, -95.1508301)
Dubuque;2016;4;0.120889001;(42.468832, -90.8824564)
Emmet;2016;4;0.080870475;(43.3780225, -94.6784803)
Fayette;2016;4;0.112618333;(42.8625919, -91.8443207)
Floyd;2016;4;0.107658352;(43.0599208, -92.7890033)
Franklin;2016;4;0.033230392;(42.7325458, -93.262473)
Fremont;2016;4;0.006208333;(40.7455892, -95.6046765)
Greene;2016;4;0.069186369;(42.0362394, -94.3968356)
Grundy;2016;4;0.04192242;(42.4018651, -92.7914177)
Guthrie;2016;4;0.034925822;(41.6837548, -94.501055)
Hamilton;2016;4;0.078834437;(42.3837722, -93.7068085)
Hancock;2016;4;0.049605251;(43.0818861, -93.7342723)
Hardin;2016;4;0.142428895;(42.3838803, -93.2404025)
Harrison;2016;4;0.039376066;(41.6828528, -95.8169209)
Henry;2016;4;0.068091511;(40.9879383, -91.5445241)
Howard;2016;4;0.051903581;(43.3567673, -92.3171989)
Humboldt;2016;4;0.109582415;(42.7764686, -94.2071868)
Ida;2016;4;0.098520914;(42.3868747, -95.5134962)
Iowa;2016;4;0.098229733;(41.6863229, -92.065524)
Jackson;2016;4;0.092435792;(42.1717426, -90.5742294)
Jasper;2016;4;0.072110963;(41.6860394, -93.053765)
Jefferson;2016;4;0.051361435;(41.0317596, -91.9488774)
Johnson;2016;4;0.157080398;(41.6715511, -91.5880849)
Jones;2016;4;0.067745781;(42.1212397, -91.1314352)
Keokuk;2016;4;0.013063771;(41.336465, -92.1786426)
Kossuth;2016;4;0.159014075;(43.20413, -94.2067199)
Lee;2016;4;0.134831379;(40.6419764, -91.479264)
Linn;2016;4;0.152349437;(42.0789478, -91.5989646)
Louisa;2016;4;0.013363425;(41.2185073, -91.2596184)
Lucas;2016;4;0.059712482;(41.0293738, -93.3277207)
Lyon;2016;4;0.087350696;(43.380497, -96.2102924)
Madison;2016;4;0.079582753;(41.3307142, -94.0155619)
Mahaska;2016;4;0.061196523;(41.3352035, -92.6409094)
Marion;2016;4;0.105715406;(41.3344515, -93.0994367)
Marshall;2016;4;0.088923805;(42.0358499, -92.9987706)
Mills;2016;4;0.045622175;(41.0334523, -95.6213267)
Mitchell;2016;4;0.068939664;(43.3564124, -92.7890315)
Monona;2016;4;0.091683146;(42.0516663, -95.9599235)
Monroe;2016;4;0.087027887;(41.0297826, -92.8689877)
Montgomery;2016;4;0.109808565;(41.03014, -95.1563758)
Muscatine;2016;4;0.110031233;(41.4839221, -91.1127562)
O'Brien;2016;4;0.147924;(43.0837527, -95.6248784)
Osceola;2016;4;0.067312623;(43.3785704, -95.6236852)
Page;2016;4;0.080447995;(40.7391444, -95.1501747)
Palo Alto;2016;4;0.099702499;(43.0820643, -94.6781371)
Plymouth;2016;4;0.09416346;(42.7378346, -96.2140431)
Pocahontas;2016;4;0.072774533;(42.7341351, -94.6787466)
Polk;2016;4;0.194853234;(41.6855048, -93.5735335)
Pottawattamie;2016;4;0.143599157;(41.3366123, -95.5423935)
Poweshiek;2016;4;0.129872075;(41.6864422, -92.5314684)
Ringgold;2016;4;0.057743035;(40.7352023, -94.2439719)
Sac;2016;4;0.091309839;(42.3862604, -95.1053946)
Scott;2016;4;0.149689151;(41.6370978, -90.6232428)
Shelby;2016;4;0.041022961;(41.6850926, -95.3102113)
Sioux;2016;4;0.056529764;(43.0826174, -96.1778827)
Story;2016;4;0.14954491;(42.0362415, -93.4650448)
Tama;2016;4;0.063268526;(42.0798117, -92.5325425)
Taylor;2016;4;0.028255572;(40.7374324, -94.6964148)
Union;2016;4;0.138018563;(41.0277304, -94.2423792)
Van Buren;2016;4;0.034821502;(40.7532294, -91.9499871)
Wapello;2016;4;0.109323221;(41.0305845, -92.4094499)
Warren;2016;4;0.071650487;(41.3343735, -93.5613594)
Washington;2016;4;0.085606314;(41.335591, -91.7178676)
Wayne;2016;4;0.026585366;(40.7394702, -93.3273639)
Webster;2016;4;0.13208941;(42.4279662, -94.1817881)
Winnebago;2016;4;0.117769078;(43.3775678, -93.7341955)
Winneshiek;2016;4;0.090126905;(43.2906746, -91.8437074)
Woodbury;2016;4;0.11656002;(42.3897169, -96.0447673)
Worth;2016;4;0.051419398;(43.3773984, -93.2608476)
Wright;2016;4;0.065769351;(42.7331189, -93.7351465)
Adair;2016;5;0.140691869;(41.3307464, -94.4709413)
Adams;2016;5;0.040121098;(41.0289839, -94.6991849)
Allamakee;2016;5;0.118260149;(43.2842838, -91.3780923)
Appanoose;2016;5;0.137278547;(40.7431635, -92.8686104)
Audubon;2016;5;0.070727595;(41.6845893, -94.9058222)
Benton;2016;5;0.071329901;(42.0801864, -92.0656912)
Black Hawk;2016;5;0.181623937;(42.4700957, -92.3088197)
Boone;2016;5;0.116253454;(42.0365493, -93.931671)
Bremer;2016;5;0.146177372;(42.7745873, -92.3180548)
Buchanan;2016;5;0.140736902;(42.4707777, -91.8378392)
Buena Vista;2016;5;0.162504934;(42.7354936, -95.151149)
Butler;2016;5;0.038388371;(42.7315661, -92.7901934)
Calhoun;2016;5;0.058749872;(42.3851848, -94.6404136)
Carroll;2016;5;0.184296867;(42.0362382, -94.8605593)
Cass;2016;5;0.148133536;(41.3314876, -94.9278266)
Cedar;2016;5;0.042028576;(41.7723207, -91.1324125)
Cerro Gordo;2016;5;0.21536527;(43.0815577, -93.2608184)
Cherokee;2016;5;0.125190284;(42.7356226, -95.6238055)
Chickasaw;2016;5;0.073986571;(43.0600414, -92.3176637)
Clarke;2016;5;0.075928279;(41.0290323, -93.7851579)
Clay;2016;5;0.227958959;(43.0825804, -95.1509194)
Clayton;2016;5;0.075064317;(42.8447493, -91.3414328)
Clinton;2016;5;0.103407147;(41.8980358, -90.5319724)
Crawford;2016;5;0.104113642;(42.0372125, -95.3819678)
Dallas;2016;5;0.097797114;(41.6848862, -94.0397374)
Davis;2016;5;0.023126615;(40.7476891, -92.4097173)
Decatur;2016;5;0.02468614;(40.7376827, -93.7862815)
Delaware;2016;5;0.103868203;(42.471211, -91.3673502)
Des Moines;2016;5;0.161347634;(40.9231829, -91.1814707)
Dickinson;2016;5;0.664346352;(43.3779848, -95.1508301)
Dubuque;2016;5;0.153747518;(42.468832, -90.8824564)
Emmet;2016;5;0.14961289;(43.3780225, -94.6784803)
Fayette;2016;5;0.122725408;(42.8625919, -91.8443207)
Floyd;2016;5;0.174085254;(43.0599208, -92.7890033)
Franklin;2016;5;0.094239216;(42.7325458, -93.262473)
Fremont;2016;5;0.004313218;(40.7455892, -95.6046765)
Greene;2016;5;0.115887446;(42.0362394, -94.3968356)
Grundy;2016;5;0.058200374;(42.4018651, -92.7914177)
Guthrie;2016;5;0.055931455;(41.6837548, -94.501055)
Hamilton;2016;5;0.142956291;(42.3837722, -93.7068085)
Hancock;2016;5;0.058642247;(43.0818861, -93.7342723)
Hardin;2016;5;0.225924504;(42.3838803, -93.2404025)
Harrison;2016;5;0.056608869;(41.6828528, -95.8169209)
Henry;2016;5;0.098299581;(40.9879383, -91.5445241)
Howard;2016;5;0.058289474;(43.3567673, -92.3171989)
Humboldt;2016;5;0.175978386;(42.7764686, -94.2071868)
Ida;2016;5;0.151664511;(42.3868747, -95.5134962)
Iowa;2016;5;0.10646132;(41.6863229, -92.065524)
Jackson;2016;5;0.135395565;(42.1717426, -90.5742294)
Jasper;2016;5;0.084970405;(41.6860394, -93.053765)
Jefferson;2016;5;0.077563284;(41.0317596, -91.9488774)
Johnson;2016;5;0.163506441;(41.6715511, -91.5880849)
Jones;2016;5;0.073269721;(42.1212397, -91.1314352)
Keokuk;2016;5;0.01803675;(41.336465, -92.1786426)
Kossuth;2016;5;0.169210996;(43.20413, -94.2067199)
Lee;2016;5;0.187859589;(40.6419764, -91.479264)
Linn;2016;5;0.189620144;(42.0789478, -91.5989646)
Louisa;2016;5;0.02292635;(41.2185073, -91.2596184)
Lucas;2016;5;0.066484338;(41.0293738, -93.3277207)
Lyon;2016;5;0.100855107;(43.380497, -96.2102924)
Madison;2016;5;0.086943143;(41.3307142, -94.0155619)
Mahaska;2016;5;0.075609745;(41.3352035, -92.6409094)
Marion;2016;5;0.1026764;(41.3344515, -93.0994367)
Marshall;2016;5;0.142870767;(42.0358499, -92.9987706)
Mills;2016;5;0.0514205;(41.0334523, -95.6213267)
Mitchell;2016;5;0.09575678;(43.3564124, -92.7890315)
Monona;2016;5;0.094915331;(42.0516663, -95.9599235)
Monroe;2016;5;0.108753343;(41.0297826, -92.8689877)
Montgomery;2016;5;0.129562858;(41.03014, -95.1563758)
Muscatine;2016;5;0.138673317;(41.4839221, -91.1127562)
O'Brien;2016;5;0.201860499;(43.0837527, -95.6248784)
Osceola;2016;5;0.080461867;(43.3785704, -95.6236852)
Page;2016;5;0.124326052;(40.7391444, -95.1501747)
Palo Alto;2016;5;0.138417386;(43.0820643, -94.6781371)
Plymouth;2016;5;0.135601666;(42.7378346, -96.2140431)
Pocahontas;2016;5;0.147403621;(42.7341351, -94.6787466)
Polk;2016;5;0.203435467;(41.6855048, -93.5735335)
Pottawattamie;2016;5;0.180959704;(41.3366123, -95.5423935)
Poweshiek;2016;5;0.128072928;(41.6864422, -92.5314684)
Ringgold;2016;5;0.064024855;(40.7352023, -94.2439719)
Sac;2016;5;0.093808311;(42.3862604, -95.1053946)
Scott;2016;5;0.163008399;(41.6370978, -90.6232428)
Shelby;2016;5;0.064838931;(41.6850926, -95.3102113)
Sioux;2016;5;0.09304921;(43.0826174, -96.1778827)
Story;2016;5;0.121713353;(42.0362415, -93.4650448)
Tama;2016;5;0.089816637;(42.0798117, -92.5325425)
Taylor;2016;5;0.040891454;(40.7374324, -94.6964148)
Union;2016;5;0.148023406;(41.0277304, -94.2423792)
Van Buren;2016;5;0.043325982;(40.7532294, -91.9499871)
Wapello;2016;5;0.081609583;(41.0305845, -92.4094499)
Warren;2016;5;0.093210587;(41.3343735, -93.5613594)
Washington;2016;5;0.124912027;(41.335591, -91.7178676)
Wayne;2016;5;0.020655585;(40.7394702, -93.3273639)
Webster;2016;5;0.169475947;(42.4279662, -94.1817881)
Winnebago;2016;5;0.175309876;(43.3775678, -93.7341955)
Winneshiek;2016;5;0.111626243;(43.2906746, -91.8437074)
Woodbury;2016;5;0.132452024;(42.3897169, -96.0447673)
Worth;2016;5;0.040940468;(43.3773984, -93.2608476)
Wright;2016;5;0.080933989;(42.7331189, -93.7351465)
Adair;2016;6;0.107005706;(41.3307464, -94.4709413)
Adams;2016;6;0.030460172;(41.0289839, -94.6991849)
Allamakee;2016;6;0.125360877;(43.2842838, -91.3780923)
Appanoose;2016;6;0.126259902;(40.7431635, -92.8686104)
Audubon;2016;6;0.049180124;(41.6845893, -94.9058222)
Benton;2016;6;0.044236184;(42.0801864, -92.0656912)
Black Hawk;2016;6;0.212786022;(42.4700957, -92.3088197)
Boone;2016;6;0.119842538;(42.0365493, -93.931671)
Bremer;2016;6;0.121221352;(42.7745873, -92.3180548)
Buchanan;2016;6;0.132413711;(42.4707777, -91.8378392)
Buena Vista;2016;6;0.155067594;(42.7354936, -95.151149)
Butler;2016;6;0.038461224;(42.7315661, -92.7901934)
Calhoun;2016;6;0.073618737;(42.3851848, -94.6404136)
Carroll;2016;6;0.236882058;(42.0362382, -94.8605593)
Cass;2016;6;0.169330804;(41.3314876, -94.9278266)
Cedar;2016;6;0.063459553;(41.7723207, -91.1324125)
Cerro Gordo;2016;6;0.291126463;(43.0815577, -93.2608184)
Cherokee;2016;6;0.125668187;(42.7356226, -95.6238055)
Chickasaw;2016;6;0.053586173;(43.0600414, -92.3176637)
Clarke;2016;6;0.121556106;(41.0290323, -93.7851579)
Clay;2016;6;0.150843492;(43.0825804, -95.1509194)
Clayton;2016;6;0.080641469;(42.8447493, -91.3414328)
Clinton;2016;6;0.136914641;(41.8980358, -90.5319724)
Crawford;2016;6;0.142589223;(42.0372125, -95.3819678)
Dallas;2016;6;0.116206569;(41.6848862, -94.0397374)
Davis;2016;6;0.026589147;(40.7476891, -92.4097173)
Decatur;2016;6;0.026059664;(40.7376827, -93.7862815)
Delaware;2016;6;0.101268168;(42.471211, -91.3673502)
Des Moines;2016;6;0.131786498;(40.9231829, -91.1814707)
Dickinson;2016;6;0.637342142;(43.3779848, -95.1508301)
Dubuque;2016;6;0.136120016;(42.468832, -90.8824564)
Emmet;2016;6;0.137699309;(43.3780225, -94.6784803)
Fayette;2016;6;0.131384969;(42.8625919, -91.8443207)
Floyd;2016;6;0.113281339;(43.0599208, -92.7890033)
Franklin;2016;6;0.032491176;(42.7325458, -93.262473)
Fremont;2016;6;0.006573276;(40.7455892, -95.6046765)
Greene;2016;6;0.114188034;(42.0362394, -94.3968356)
Grundy;2016;6;0.045189884;(42.4018651, -92.7914177)
Guthrie;2016;6;0.066976526;(41.6837548, -94.501055)
Hamilton;2016;6;0.097929801;(42.3837722, -93.7068085)
Hancock;2016;6;0.071559717;(43.0818861, -93.7342723)
Hardin;2016;6;0.201861804;(42.3838803, -93.2404025)
Harrison;2016;6;0.028280984;(41.6828528, -95.8169209)
Henry;2016;6;0.089576284;(40.9879383, -91.5445241)
Howard;2016;6;0.057859146;(43.3567673, -92.3171989)
Humboldt;2016;6;0.127269961;(42.7764686, -94.2071868)
Ida;2016;6;0.143916918;(42.3868747, -95.5134962)
Iowa;2016;6;0.124861592;(41.6863229, -92.065524)
Jackson;2016;6;0.125450232;(42.1717426, -90.5742294)
Jasper;2016;6;0.080073921;(41.6860394, -93.053765)
Jefferson;2016;6;0.078075061;(41.0317596, -91.9488774)
Johnson;2016;6;0.170164561;(41.6715511, -91.5880849)
Jones;2016;6;0.068233418;(42.1212397, -91.1314352)
Keokuk;2016;6;0.01810848;(41.336465, -92.1786426)
Kossuth;2016;6;0.218578603;(43.20413, -94.2067199)
Lee;2016;6;0.164811354;(40.6419764, -91.479264)
Linn;2016;6;0.186979676;(42.0789478, -91.5989646)
Louisa;2016;6;0.019038255;(41.2185073, -91.2596184)
Lucas;2016;6;0.09066503;(41.0293738, -93.3277207)
Lyon;2016;6;0.094865117;(43.380497, -96.2102924)
Madison;2016;6;0.102122325;(41.3307142, -94.0155619)
Mahaska;2016;6;0.092330001;(41.3352035, -92.6409094)
Marion;2016;6;0.119784307;(41.3344515, -93.0994367)
Marshall;2016;6;0.114638446;(42.0358499, -92.9987706)
Mills;2016;6;0.044383143;(41.0334523, -95.6213267)
Mitchell;2016;6;0.078112977;(43.3564124, -92.7890315)
Monona;2016;6;0.11022048;(42.0516663, -95.9599235)
Monroe;2016;6;0.081137145;(41.0297826, -92.8689877)
Montgomery;2016;6;0.091874877;(41.03014, -95.1563758)
Muscatine;2016;6;0.117133601;(41.4839221, -91.1127562)
O'Brien;2016;6;0.155233819;(43.0837527, -95.6248784)
Osceola;2016;6;0.071858974;(43.3785704, -95.6236852)
Page;2016;6;0.104969025;(40.7391444, -95.1501747)
Palo Alto;2016;6;0.11132714;(43.0820643, -94.6781371)
Plymouth;2016;6;0.102710573;(42.7378346, -96.2140431)
Pocahontas;2016;6;0.082589077;(42.7341351, -94.6787466)
Polk;2016;6;0.222334298;(41.6855048, -93.5735335)
Pottawattamie;2016;6;0.145738974;(41.3366123, -95.5423935)
Poweshiek;2016;6;0.142906735;(41.6864422, -92.5314684)
Ringgold;2016;6;0.05434556;(40.7352023, -94.2439719)
Sac;2016;6;0.136316969;(42.3862604, -95.1053946)
Scott;2016;6;0.201610567;(41.6370978, -90.6232428)
Shelby;2016;6;0.019551919;(41.6850926, -95.3102113)
Sioux;2016;6;0.062767762;(43.0826174, -96.1778827)
Story;2016;6;0.144748595;(42.0362415, -93.4650448)
Tama;2016;6;0.08623552;(42.0798117, -92.5325425)
Taylor;2016;6;0.039102132;(40.7374324, -94.6964148)
Union;2016;6;0.125124294;(41.0277304, -94.2423792)
Van Buren;2016;6;0.058333563;(40.7532294, -91.9499871)
Wapello;2016;6;0.100299121;(41.0305845, -92.4094499)
Warren;2016;6;0.067558114;(41.3343735, -93.5613594)
Washington;2016;6;0.110781582;(41.335591, -91.7178676)
Wayne;2016;6;0.027595153;(40.7394702, -93.3273639)
Webster;2016;6;0.122908957;(42.4279662, -94.1817881)
Winnebago;2016;6;0.148024715;(43.3775678, -93.7341955)
Winneshiek;2016;6;0.129432603;(43.2906746, -91.8437074)
Woodbury;2016;6;0.171546827;(42.3897169, -96.0447673)
Worth;2016;6;0.066703679;(43.3773984, -93.2608476)
Wright;2016;6;0.094193196;(42.7331189, -93.7351465)
Adair;2016;7;0.090055635;(41.3307464, -94.4709413)
Adams;2016;7;0.043310011;(41.0289839, -94.6991849)
Allamakee;2016;7;0.12331675;(43.2842838, -91.3780923)
Appanoose;2016;7;0.111933264;(40.7431635, -92.8686104)
Audubon;2016;7;0.03317835;(41.6845893, -94.9058222)
Benton;2016;7;0.042964003;(42.0801864, -92.0656912)
Black Hawk;2016;7;0.141937837;(42.4700957, -92.3088197)
Boone;2016;7;0.062541353;(42.0365493, -93.931671)
Bremer;2016;7;0.102522999;(42.7745873, -92.3180548)
Buchanan;2016;7;0.080055624;(42.4707777, -91.8378392)
Buena Vista;2016;7;0.144617624;(42.7354936, -95.151149)
Butler;2016;7;0.042082113;(42.7315661, -92.7901934)
Calhoun;2016;7;0.050505154;(42.3851848, -94.6404136)
Carroll;2016;7;0.169716194;(42.0362382, -94.8605593)
Cass;2016;7;0.132988619;(41.3314876, -94.9278266)
Cedar;2016;7;0.047474874;(41.7723207, -91.1324125)
Cerro Gordo;2016;7;0.190768856;(43.0815577, -93.2608184)
Cherokee;2016;7;0.120618204;(42.7356226, -95.6238055)
Chickasaw;2016;7;0.051648015;(43.0600414, -92.3176637)
Clarke;2016;7;0.1204846;(41.0290323, -93.7851579)
Clay;2016;7;0.143847473;(43.0825804, -95.1509194)
Clayton;2016;7;0.068547062;(42.8447493, -91.3414328)
Clinton;2016;7;0.102532179;(41.8980358, -90.5319724)
Crawford;2016;7;0.142139587;(42.0372125, -95.3819678)
Dallas;2016;7;0.062114985;(41.6848862, -94.0397374)
Davis;2016;7;0.015933041;(40.7476891, -92.4097173)
Decatur;2016;7;0.023537601;(40.7376827, -93.7862815)
Delaware;2016;7;0.098467775;(42.471211, -91.3673502)
Des Moines;2016;7;0.136702839;(40.9231829, -91.1814707)
Dickinson;2016;7;0.6246837;(43.3779848, -95.1508301)
Dubuque;2016;7;0.115534207;(42.468832, -90.8824564)
Emmet;2016;7;0.109812722;(43.3780225, -94.6784803)
Fayette;2016;7;0.125824077;(42.8625919, -91.8443207)
Floyd;2016;7;0.112119987;(43.0599208, -92.7890033)
Franklin;2016;7;0.030431373;(42.7325458, -93.262473)
Fremont;2016;7;0.004841954;(40.7455892, -95.6046765)
Greene;2016;7;0.090671551;(42.0362394, -94.3968356)
Grundy;2016;7;0.045894934;(42.4018651, -92.7914177)
Guthrie;2016;7;0.055914554;(41.6837548, -94.501055)
Hamilton;2016;7;0.07598543;(42.3837722, -93.7068085)
Hancock;2016;7;0.064932525;(43.0818861, -93.7342723)
Hardin;2016;7;0.175359158;(42.3838803, -93.2404025)
Harrison;2016;7;0.025679363;(41.6828528, -95.8169209)
Henry;2016;7;0.076394122;(40.9879383, -91.5445241)
Howard;2016;7;0.066587575;(43.3567673, -92.3171989)
Humboldt;2016;7;0.111092225;(42.7764686, -94.2071868)
Ida;2016;7;0.170280293;(42.3868747, -95.5134962)
Iowa;2016;7;0.101086876;(41.6863229, -92.065524)
Jackson;2016;7;0.09071377;(42.1717426, -90.5742294)
Jasper;2016;7;0.074368675;(41.6860394, -93.053765)
Jefferson;2016;7;0.080205811;(41.0317596, -91.9488774)
Johnson;2016;7;0.119887952;(41.6715511, -91.5880849)
Jones;2016;7;0.063069074;(42.1212397, -91.1314352)
Keokuk;2016;7;0.010560086;(41.336465, -92.1786426)
Kossuth;2016;7;0.164162426;(43.20413, -94.2067199)
Lee;2016;7;0.130725853;(40.6419764, -91.479264)
Linn;2016;7;0.149104732;(42.0789478, -91.5989646)
Louisa;2016;7;0.018004112;(41.2185073, -91.2596184)
Lucas;2016;7;0.067855306;(41.0293738, -93.3277207)
Lyon;2016;7;0.087966576;(43.380497, -96.2102924)
Madison;2016;7;0.071541092;(41.3307142, -94.0155619)
Mahaska;2016;7;0.049844186;(41.3352035, -92.6409094)
Marion;2016;7;0.082816676;(41.3344515, -93.0994367)
Marshall;2016;7;0.104219622;(42.0358499, -92.9987706)
Mills;2016;7;0.043746344;(41.0334523, -95.6213267)
Mitchell;2016;7;0.074883175;(43.3564124, -92.7890315)
Monona;2016;7;0.106666667;(42.0516663, -95.9599235)
Monroe;2016;7;0.041978862;(41.0297826, -92.8689877)
Montgomery;2016;7;0.100721334;(41.03014, -95.1563758)
Muscatine;2016;7;0.09144835;(41.4839221, -91.1127562)
O'Brien;2016;7;0.144185763;(43.0837527, -95.6248784)
Osceola;2016;7;0.057018409;(43.3785704, -95.6236852)
Page;2016;7;0.121751549;(40.7391444, -95.1501747)
Palo Alto;2016;7;0.140263216;(43.0820643, -94.6781371)
Plymouth;2016;7;0.097775838;(42.7378346, -96.2140431)
Pocahontas;2016;7;0.107513143;(42.7341351, -94.6787466)
Polk;2016;7;0.165350803;(41.6855048, -93.5735335)
Pottawattamie;2016;7;0.127497861;(41.3366123, -95.5423935)
Poweshiek;2016;7;0.101449814;(41.6864422, -92.5314684)
Ringgold;2016;7;0.079015835;(40.7352023, -94.2439719)
Sac;2016;7;0.103732939;(42.3862604, -95.1053946)
Scott;2016;7;0.150967014;(41.6370978, -90.6232428)
Shelby;2016;7;0.026474469;(41.6850926, -95.3102113)
Sioux;2016;7;0.047628328;(43.0826174, -96.1778827)
Story;2016;7;0.112181561;(42.0362415, -93.4650448)
Tama;2016;7;0.059754933;(42.0798117, -92.5325425)
Taylor;2016;7;0.030601251;(40.7374324, -94.6964148)
Union;2016;7;0.128079903;(41.0277304, -94.2423792)
Van Buren;2016;7;0.044039972;(40.7532294, -91.9499871)
Wapello;2016;7;0.090738872;(41.0305845, -92.4094499)
Warren;2016;7;0.061887198;(41.3343735, -93.5613594)
Washington;2016;7;0.114324483;(41.335591, -91.7178676)
Wayne;2016;7;0.023026254;(40.7394702, -93.3273639)
Webster;2016;7;0.110323792;(42.4279662, -94.1817881)
Winnebago;2016;7;0.127470993;(43.3775678, -93.7341955)
Winneshiek;2016;7;0.112419521;(43.2906746, -91.8437074)
Woodbury;2016;7;0.112324671;(42.3897169, -96.0447673)
Worth;2016;7;0.052808027;(43.3773984, -93.2608476)
Wright;2016;7;0.071551966;(42.7331189, -93.7351465)
Adair;2016;8;0.100410842;(41.3307464, -94.4709413)
Adams;2016;8;0.034459096;(41.0289839, -94.6991849)
Allamakee;2016;8;0.110620088;(43.2842838, -91.3780923)
Appanoose;2016;8;0.122913499;(40.7431635, -92.8686104)
Audubon;2016;8;0.04910559;(41.6845893, -94.9058222)
Benton;2016;8;0.045360945;(42.0801864, -92.0656912)
Black Hawk;2016;8;0.152393365;(42.4700957, -92.3088197)
Boone;2016;8;0.080231273;(42.0365493, -93.931671)
Bremer;2016;8;0.090787605;(42.7745873, -92.3180548)
Buchanan;2016;8;0.094846915;(42.4707777, -91.8378392)
Buena Vista;2016;8;0.116527038;(42.7354936, -95.151149)
Butler;2016;8;0.031846531;(42.7315661, -92.7901934)
Calhoun;2016;8;0.039108072;(42.3851848, -94.6404136)
Carroll;2016;8;0.173316311;(42.0362382, -94.8605593)
Cass;2016;8;0.139611533;(41.3314876, -94.9278266)
Cedar;2016;8;0.041605368;(41.7723207, -91.1324125)
Cerro Gordo;2016;8;0.20124791;(43.0815577, -93.2608184)
Cherokee;2016;8;0.100707646;(42.7356226, -95.6238055)
Chickasaw;2016;8;0.035046837;(43.0600414, -92.3176637)
Clarke;2016;8;0.103272669;(41.0290323, -93.7851579)
Clay;2016;8;0.148381623;(43.0825804, -95.1509194)
Clayton;2016;8;0.064804216;(42.8447493, -91.3414328)
Clinton;2016;8;0.108749047;(41.8980358, -90.5319724)
Crawford;2016;8;0.125065156;(42.0372125, -95.3819678)
Dallas;2016;8;0.078223674;(41.6848862, -94.0397374)
Davis;2016;8;0.020144928;(40.7476891, -92.4097173)
Decatur;2016;8;0.018462399;(40.7376827, -93.7862815)
Delaware;2016;8;0.102338873;(42.471211, -91.3673502)
Des Moines;2016;8;0.123080883;(40.9231829, -91.1814707)
Dickinson;2016;8;0.472944341;(43.3779848, -95.1508301)
Dubuque;2016;8;0.120086449;(42.468832, -90.8824564)
Emmet;2016;8;0.100840134;(43.3780225, -94.6784803)
Fayette;2016;8;0.104629741;(42.8625919, -91.8443207)
Floyd;2016;8;0.107212504;(43.0599208, -92.7890033)
Franklin;2016;8;0.031583333;(42.7325458, -93.262473)
Fremont;2016;8;0.007255747;(40.7455892, -95.6046765)
Greene;2016;8;0.086331446;(42.0362394, -94.3968356)
Grundy;2016;8;0.049555176;(42.4018651, -92.7914177)
Guthrie;2016;8;0.042092019;(41.6837548, -94.501055)
Hamilton;2016;8;0.078574172;(42.3837722, -93.7068085)
Hancock;2016;8;0.049041586;(43.0818861, -93.7342723)
Hardin;2016;8;0.176559065;(42.3838803, -93.2404025)
Harrison;2016;8;0.028037948;(41.6828528, -95.8169209)
Henry;2016;8;0.10110651;(40.9879383, -91.5445241)
Howard;2016;8;0.054770276;(43.3567673, -92.3171989)
Humboldt;2016;8;0.101454202;(42.7764686, -94.2071868)
Ida;2016;8;0.141645824;(42.3868747, -95.5134962)
Iowa;2016;8;0.085739001;(41.6863229, -92.065524)
Jackson;2016;8;0.10042393;(42.1717426, -90.5742294)
Jasper;2016;8;0.067624997;(41.6860394, -93.053765)
Jefferson;2016;8;0.063710654;(41.0317596, -91.9488774)
Johnson;2016;8;0.167864533;(41.6715511, -91.5880849)
Jones;2016;8;0.078180926;(42.1212397, -91.1314352)
Keokuk;2016;8;0.014184927;(41.336465, -92.1786426)
Kossuth;2016;8;0.134712879;(43.20413, -94.2067199)
Lee;2016;8;0.138259519;(40.6419764, -91.479264)
Linn;2016;8;0.149610726;(42.0789478, -91.5989646)
Louisa;2016;8;0.017711834;(41.2185073, -91.2596184)
Lucas;2016;8;0.071674848;(41.0293738, -93.3277207)
Lyon;2016;8;0.086731422;(43.380497, -96.2102924)
Madison;2016;8;0.092980246;(41.3307142, -94.0155619)
Mahaska;2016;8;0.057074665;(41.3352035, -92.6409094)
Marion;2016;8;0.097567649;(41.3344515, -93.0994367)
Marshall;2016;8;0.101014193;(42.0358499, -92.9987706)
Mills;2016;8;0.03588075;(41.0334523, -95.6213267)
Mitchell;2016;8;0.079770104;(43.3564124, -92.7890315)
Monona;2016;8;0.091269462;(42.0516663, -95.9599235)
Monroe;2016;8;0.070193557;(41.0297826, -92.8689877)
Montgomery;2016;8;0.097090981;(41.03014, -95.1563758)
Muscatine;2016;8;0.102651734;(41.4839221, -91.1127562)
O'Brien;2016;8;0.138230012;(43.0837527, -95.6248784)
Osceola;2016;8;0.053745891;(43.3785704, -95.6236852)
Page;2016;8;0.076173459;(40.7391444, -95.1501747)
